Class,Solution treatment time (h),Solution treatment temperature (¡æ),Solution cooling way,Aging treatment time (h),Aging treatment temperature (¡æ),Aging cooling way,2nd aging treatment time (h),2nd aging treatment temperature (¡æ),2nd aging cooling way,C (mass%),Si (mass%),Mn (mass%),P (mass%),S (mass%),Ni (mass%),Cr (mass%),Mo (mass%),Cu (mass%),W (mass%),Co (mass%),Al (mass%),N (mass%),Nb+Ta (mass%),B (mass%),V (mass%),Ti (mass%),Fe (mass%),Zr (mass%),Re (mass%),Y (mass%),Hf (mass%),Test temperature (¡æ),Test stress (MPa),Creep rupture life (h)
580,2,1307,0,4,1080,0,16,898,0,0.05,0,0,0,0,63.796,8,1.5,0,3,7.5,6,0,6,0.004,0,1,0,0,3,0,0.15,1093,138,100.3
581,2,1307,0,4,1080,0,16,898,0,0.004,0,0,0,0,64.281,5,1.5,0,3,7.5,6.5,0,7,0.05,0,0.5,0,0,4.5,0.015,0.15,1093,138,100.6000001
582,2,1307,0,4,1080,0,16,898,0,0.05,0,0,0,0,64.396,8,3,0,0,7.5,6.4,0,6,0.004,0,0,0,0,4.5,0,0.15,871,552,101.9
583,2,1307,0,4,1080,0,16,898,0,0.05,0,0,0,0,64.046,8,0,0,2,7.5,5.75,0,5,0.004,0,1.5,0,0,6,0,0.15,982,276,103.0000001
584,2,1307,0,4,1080,0,16,898,0,0.004,0,0,0,0,64.781,5,1.5,0,3,7.5,6.5,0,8,0.05,0,0.5,0,0,3,0.015,0.15,871,552,103.9000001
585,4,1204,0,4,1080,0,32,870,0,0.1,0,0,0,0,59.885,9,0,0,12,10,5,0,0,0.015,0,2,0,0,0,0,2,871,517.5,105
586,4,1310,0,4,1080,0,20,704,0,0,0,0,0,0,66.8,7.9,2,0,6.9,5,5.4,0,5.9,0,0,0,0,0,0,0,0.1,1800,248.4,107.4999999
587,2,1307,0,4,1080,0,16,898,0,0.05,0,0,0,0,59.546,7,1.5,0,7,10,6.2,0,6.5,0.004,0,0,0,0,2,0.05,0.15,871,552,110
588,2,1307,0,4,1080,0,16,898,0,0.05,0,0,0,0,61.781,5,1.5,0,4,10,6.5,0,7,0.004,0,0,0,0,4,0.015,0.15,871,552,113.1
589,2,1307,0,4,1080,0,16,898,0,0.004,0,0,0,0,65.281,5,1.5,0,3,7.5,6.5,0,7,0.05,0,0.5,0,0,3.5,0.015,0.15,1148,90,113.3
590,2,1307,0,4,1080,0,16,898,0,0.004,0,0,0,0,63.081,7,1.5,0,5,7.5,6.2,0,6.5,0.05,0,0,0,0,3,0.015,0.15,871,552,114.2999999
591,3,1276,0,4,1080,0,20,871,0,0,0,0,0,0,64.53,10.6,0.92,0,6.5,5,4.15,0,4.42,0,0,3.68,0,0,0,0,0.2,982,220.8,114.5000001
592,2,1307,0,4,1080,0,16,898,0,0.004,0,0,0,0,64.281,5,1.5,0,3,7.5,6.5,0,7,0.05,0,0.5,0,0,4.5,0.015,0.15,982,276,115.4999999
593,2,1307,0,4,1080,0,16,898,0,0.05,0,0,0,0,60.081,7,1.5,0,6,10,6.2,0,6.5,0.004,0,0,0,0,2.5,0.015,0.15,871,552,119.0999999
594,2,1307,0,4,1080,0,16,898,0,0.05,0,0,0,0,62.781,6,1.5,0,5.5,10,7,0,4,0.004,0,0,0,0,3,0.015,0.15,871,552,119.1999999
595,2,1307,0,4,1080,0,16,898,0,0.05,0,0,0,0,61.781,5,1.5,0,4,10,6.5,0,7,0.004,0,0,0,0,4,0.015,0.15,982,276,119.8
596,2,1307,0,4,1080,0,16,898,0,0.004,0,0,0,0,64.781,5,1.5,0,3,7.5,6.5,0,8,0.05,0,0.5,0,0,3,0.015,0.15,1148,90,121.4000001
597,2,1307,0,4,1080,0,16,898,0,0.05,0,0,0,0,60.981,7,1.5,0,5,10,5.8,0,5,0.004,0,1.5,0,0,3,0.015,0.15,982,276,126.5000001
598,2,1265,0,4,1079,0,16,899,0,0.05,0,0,0,0,62.6957,9.7,1.5,0,6,7.5,4.2,0,4.7,0.0043,0,3.5,0,0,0,0,0.15,871,379.5,133.7999999
599,2,1307,0,4,1080,0,16,898,0,0.004,0,0,0,0,65.281,5,1.5,0,3,7.5,6.5,0,7.5,0.05,0,0.5,0,0,3,0.015,0.15,1148,90,143.2
600,2,1307,0,4,1080,0,16,898,0,0.004,0,0,0,0,64.281,5,1.5,0,3,7.5,6.5,0,7,0.05,0,0.5,0,0,4.5,0.015,0.15,871,552,147.4000002
601,2,1307,0,4,1080,0,16,898,0,0.004,0,0,0,0,63.781,5,1.5,0,3,7.5,6.5,0,7,0.05,0,0,0,0,5.5,0.015,0.15,1093,138,153.6999998
602,2,1307,0,4,1080,0,16,898,0,0.004,0,0,0,0,63.781,5,1.5,0,3,7.5,6.5,0,7,0.05,0,0,0,0,5.5,0.015,0.15,982,276,158.7000001
603,2,1307,0,4,1080,0,16,898,0,0.05,0,0,0,0,64.396,8,3,0,0,7.5,6.4,0,6,0.004,0,0,0,0,4.5,0,0.15,982,276,161.7999999
604,4,1310,0,4,1080,0,20,704,0,0,0,0,0,0,63.2,7.5,2,0,4.9,10,5.5,0,3.9,0,0,0,0,0,2.9,0,0.1,1800,248.4,164.6999999
605,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,60.2,8,0.6,0,8,5,5.6,0,6,0,0,1,0,0,0,0,5.6,1100,120,166
606,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,67.9,1.4,0,0,5,3.1,4.75,0,10.2,0,0,0,0,0,7.5,0.05,0.1,1200,70,166.9999999
607,3,1276,0,4,1080,0,20,871,0,0,0,0,0,0,64.73,10.6,0.92,0,6.5,5,4.15,0,4.42,0,0,3.68,0,0,0,0,0,982,220.8,173.4999999
608,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61,4.4,0,0,7.5,8,5.49,0,8.7,0,0,0,0,0,4.8,0.01,0.1,1200,70,182
609,2,1265,0,4,1079,0,16,899,0,0.05,0,0,0,0,62.447,9.7,1.5,0,6.1,7.5,4.2,0,4.8,0.003,0,3.5,0,0,0,0,0.2,760,621,184.4000001
610,2,1307,0,4,1080,0,16,898,0,0.05,0,0,0,0,63.496,8,1.5,0,4,7.5,5.8,0,5,0.004,0,1.5,0,0,3,0,0.15,1093,138,184.4999998
611,4,1250,0,4,1080,0,20,871,0,0.08,0,0,0,0,65.449,11.73,0,0,5.59,0.99,5.2,0,9.19,0.031,0,0,0,0,1.49,0,0.25,1040,137.2,205.4999999
612,4,1270,0,4,1080,0,20,871,0,0.062,0,0,0,0,58.832,6.6,0.73,0,6.32,12.4,4.35,0,9.18,0.026,0,0,0,0,1.26,0,0.24,1040,137.2,211.0999999
613,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,64.9,3.8,0,0,6.8,4.8,5.78,0,8,0,0,0,0,0,5.8,0.02,0.1,1200,70,212.9999998
614,4,1310,0,4,1080,0,20,704,0,0,0,0,0,0,61.4,7.1,2,0,6.9,9.9,5.8,0,3.9,0,0,0,0,0,2.9,0,0.1,1800,248.4,219.6000001
615,2,1307,0,4,1080,0,16,898,0,0.004,0,0,0,0,63.781,5,1.5,0,3,7.5,6.5,0,7,0.05,0,0,0,0,5.5,0.015,0.15,1148,90,220.1000002
616,4,1250,0,4,1080,0,20,871,0,0.088,0,0,0,0,66.61,7.67,0.84,0,7.32,1.05,4.85,0,9.81,0.032,0,0,0,0,1.45,0,0.28,1040,137.2,220.2999999
617,4,1280,0,4,1080,0,20,871,0,0.075,0,0,0,0,64.956,9.79,0.84,0,6.63,1.01,5.17,0,9.75,0.029,0,0,0,0,1.46,0,0.29,1040,137.2,220.2999999
618,4,1250,0,4,1080,0,20,871,0,0.088,0,0,0,0,66.959,7.58,0.84,0,9.01,0.55,4.78,0,7.29,0.033,0,1.17,0,0,1.45,0,0.25,1040,137.2,220.5000001
619,3,1288,0,4,1080,0,20,871,0,0,0,0,0,0,67.96,10.1,0.92,0,6.5,2.52,4.4,0,4.42,0,0,3.18,0,0,0,0,0,982,220.8,224.8000001
620,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,63.9,1.8,0,0,5.2,6.4,5.47,0,9.8,0,0,0,0,0,7.2,0.03,0.2,1200,70,232.0000001
621,4,1270,0,4,1080,0,20,871,0,0.066,0,0,0,0,66.202,7.54,0.83,0,7.21,0.97,4.96,0,10.48,0.022,0,0,0,0,1.44,0,0.28,1040,137.2,232.1999998
622,4,1270,0,4,1080,0,20,871,0,0.06,0,0,0,0,61.366,6.89,0.76,0,6.59,8.63,4.53,0,9.59,0.024,0,0,0,0,1.32,0,0.24,1040,137.2,240.3999998
623,3,1288,0,4,1080,0,20,871,0,0,0,0,0,0,67.96,10.1,0.92,0,6.5,2.52,4.4,0,4.42,0,0,3.18,0,0,0,0,0,871,448.5,240.5000002
624,4,1270,0,4,1080,0,20,871,0,0.069,0,0,0,0,65.126,7.45,0.83,0,7.08,1.01,4.95,0,10.31,0.025,0,0,0,0,2.86,0,0.29,1040,137.2,244.7999997
625,2,1307,0,4,1080,0,16,898,0,0.004,0,0,0,0,64.281,5,1.5,0,3,7.5,6.5,0,7,0.05,0,0.5,0,0,4.5,0.015,0.15,1148,90,246.3000001
626,3,1276,0,4,1080,0,20,871,0,0,0,0,0,0,64.53,10.6,0.92,0,6.5,5,4.15,0,4.42,0,0,3.68,0,0,0,0,0.2,204,759,256.1999998
627,2,1307,0,4,1080,0,16,898,0,0.004,0,0,0,0,63.781,5,1.5,0,3,7.5,6.5,0,7,0.05,0,0,0,0,5.5,0.015,0.15,871,552,257.1999999
628,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,66.1,3,0,0,6,4.5,5.36,0,8.9,0,0,0,0,0,6,0.04,0.1,1200,70,260.9999998
629,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,60.2,8,0.6,0,8,5,5.6,0,6,0,0,1,0,0,0,0,5.6,1050,140,269.9999999
630,4,1310,0,4,1080,0,20,704,0,0,0,0,0,0,59.5,7,2,0,6,10,5.5,0,6.9,0,0,0,0,0,3,0,0.1,1800,248.4,271.5
631,4,1310,0,4,1080,0,20,704,0,0,0,0,0,0,59,7,0,0,3.5,10,5.5,0,10.9,0,0,0,0,0,4,0,0.1,1800,248.4,272.9000002
632,4,1310,0,4,1080,0,20,704,0,0,0,0,0,0,59.1,7,1,0,8.1,10,5.5,0,6.1,0,0,0,0,0,3.1,0,0.1,1800,248.4,273.8000001
633,4,1270,0,4,1080,0,20,871,0,0.061,0,0,0,0,64.123,7.2,0.8,0,6.89,4.51,4.74,0,10.02,0.026,0,0,0,0,1.38,0,0.25,1040,137.2,275.2999998
634,4,1310,0,4,1080,0,20,704,0,0,0,0,0,0,60.3,6.8,1,0,3.8,10,5.5,0,7.4,0,0,0,0,0,5.1,0,0.1,1800,248.4,276.6999999
635,3,1288,0,4,1080,0,20,871,0,0,0,0,0,0,64.53,10.6,0.92,0,6.5,5,4.15,0,4.42,0,0,3.68,0,0,0,0,0.2,982,220.8,276.6999999
636,3,1288,0,4,1080,0,20,871,0,0,0,0,0,0,64.73,10.6,0.92,0,6.5,5,4.15,0,4.42,0,0,3.68,0,0,0,0,0,315,448.5,277.1000001
637,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,67,2.4,0,0,5.5,4,5.18,0,9.3,0,0,0,0,0,6.5,0.02,0.1,1200,70,281.0000001
638,3,1288,0,4,1080,0,20,871,0,0,0,0,0,0,77.26,0.6,0.92,0,6.5,2.52,4.4,0,4.42,0,0,3.18,0,0,0,0,0.2,982,220.8,288.0999998
639,4,1270,0,4,1080,0,20,871,0,0.06,0,0,0,0,65.605,7.36,0.82,0,7.05,2.31,4.85,0,10.25,0.025,0,0,0,0,1.41,0,0.26,1040,137.2,298.7000003
640,4,1310,0,4,1080,0,20,704,0,0,0,0,0,0,59.2,7,2.1,0,7,10,5.4,0,6.2,0,0,0,0,0,3,0,0.1,1800,248.4,299.1999999
641,3,1288,0,4,1080,0,20,871,0,0,0,0,0,0,64.73,10.6,0.92,0,6.5,5,4.15,0,4.42,0,0,3.68,0,0,0,0,0,982,220.8,304.6
642,4,1280,0,4,1080,0,20,871,0,0.081,0,0,0,0,68.901,7.23,0.86,0,7.9,1.02,5.62,0,6.62,0.028,0,0,0,0,1.48,0,0.26,1040,137.2,311.0999999
643,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61.6,7,2,0,5,8,6.2,0,7,0,0,0,0,0,3,0,0.2,1100,120,319
644,4,1310,0,4,1080,0,20,704,0,0,0,0,0,0,59.3,5,2,0,4,10,5.6,0,10.9,0,0,0,0,0,3.1,0,0.1,1800,248.4,319.6000003
645,4,1270,0,4,1080,0,20,871,0,0.07,0,0,0,0,67.237,7.54,0.83,0,7.21,0,4.96,0,10.48,0.023,0,0,0,0,1.44,0,0.21,1040,137.2,323.3000003
646,4,1280,0,4,1080,0,20,871,0,0.061,0,0,0,0,65.083,7.27,0.83,0,7,1.01,5.18,0,11.83,0.026,0,0,0,0,1.43,0,0.28,1040,137.2,328.3000002
647,4,1270,0,4,1080,0,20,871,0,0.066,0,0,0,0,66.162,7.54,0.83,0,7.21,1,4.96,0,10.48,0.032,0,0,0,0,1.44,0,0.28,1040,137.2,333.4999998
648,3,1276,0,4,1080,0,20,871,0,0,0,0,0,0,64.73,10.6,0.92,0,6.5,5,4.15,0,4.42,0,0,3.68,0,0,0,0,0,871,448.5,339.8000004
649,3,1315,0,4,1065,0,20,871,0,0,0,0,0,0,70.4,10.3,0,0,7.5,0,5.6,0,6.2,0,0,0,0,0,0,0,0,1037,124.2,344.5999999
650,4,1280,0,4,1080,0,20,871,0,0.07,0,0,0,0,67.275,7.19,0.84,0,8.41,1.01,5.34,0,8.12,0.025,0,0,0,0,1.46,0,0.26,1040,137.2,351.1999998
651,3,1288,0,4,1080,0,20,871,0,0,0,0,0,0,67.96,10.1,0.92,0,6.5,2.52,4.4,0,4.42,0,0,3.18,0,0,0,0,0,760,759,368.0000003
652,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61.7,6.5,0.6,0,6,9,5.6,0,6.5,0,0,1,0,0,3,0,0.1,1100,120,376.9999998
653,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,60.2,8,0.6,0,8,5,5.6,0,6,0,0,1,0,0,0,0,5.6,950,240,380.0000003
654,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61.6,7,2,0,5,8,6.2,0,7,0,0,0,0,0,3,0,0.2,1150,90,387
655,4,1280,0,4,1080,0,20,871,0,0.067,0,0,0,0,65.607,7.4,0.83,0,7.11,1.01,5.07,0,11.16,0.026,0,0,0,0,1.44,0,0.28,1040,137.2,388.8999999
656,4,1346,0,4,1080,0,32,871,0,0,0,0,0,0,74.9,5,2,0,5,0,5.5,0,6.5,0,0,1.1,0,0,0,0,0,1040,137.31,399.9999997
657,4,1310,0,4,1080,0,20,704,0,0,0,0,0,0,59.2,5,2,0,6,10,5.6,0,9,0,0,0,0,0,3.1,0,0.1,1800,248.4,406.7999998
658,4,1280,0,4,1080,0,20,871,0,0.066,0,0,0,0,66.078,7.5,0.84,0,5.61,1.01,5.27,0,10.45,0.026,0,0,0,0,2.89,0,0.26,1040,137.2,415.3999998
659,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61.6,7,2,0,5,8,6.2,0,7,0,0,0,0,0,3,0,0.2,1050,140,416.0000004
660,4,1280,0,4,1080,0,20,871,0,0.069,0,0,0,0,66.405,7.29,0.84,0,7.8,1.02,5.2,0,9.65,0.026,0,0,0,0,1.45,0,0.25,1040,137.2,430.0000004
661,4,1280,0,4,1080,0,20,871,0,0.061,0,0,0,0,65.312,7.35,0.83,0,6.79,1.01,5.15,0,10.35,0.027,0,0,0,0,2.87,0,0.25,1040,137.2,433.4
662,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61.7,6.5,0.6,0,6,9,5.6,0,6.5,0,0,1,0,0,3,0,0.1,1150,90,435
663,4,1280,0,4,1080,0,20,871,0,0.071,0,0,0,0,66.06,7.36,0.84,0,6.56,1.01,5.28,0,9.64,0.029,0,0,0,0,2.89,0,0.26,1040,137.2,436.5
664,4,1288,0,4,1080,0,32,870,0,0,0,0,0,0,70.5,10,0,0,4,5,5,0,4,0,0,1.5,0,0,0,0,0,1040,137.31,439.9999995
665,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,60.2,8,0.6,0,8,5,5.6,0,6,0,0,1,0,0,0,0,5.6,850,500,450.0000002
666,4,1280,0,4,1080,0,20,871,0,0.07,0,0,0,0,65.89,4.27,0.81,0,7.56,0.99,5.2,0,9.35,0.03,0,0,0,0,5.61,0,0.22,1040,137.2,454.3000002
667,4,1280,0,4,1080,0,20,871,0,0.061,0,0,0,0,66.103,4.23,0.81,0,8.8,0.99,5.12,0,9.35,0.026,0,0,0,0,4.27,0,0.24,1040,137.2,460.6000004
668,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61.7,6.5,0.6,0,6,9,5.6,0,6.5,0,0,1,0,0,3,0,0.1,1050,140,467.9999999
669,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,67.9,1.4,0,0,5,3.1,4.75,0,10.2,0,0,0,0,0,7.5,0.05,0.1,1150,90,473.0000003
670,4,1280,0,4,1080,0,20,871,0,0.061,0,0,0,0,67.453,6.15,4.21,0,6.09,1,5.21,0,8.12,0.036,0,0,0,0,1.46,0,0.21,1040,137.2,477.5000001
671,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61,4.4,0,0,7.5,8,5.49,0,8.7,0,0,0,0,0,4.8,0.01,0.1,1150,90,485.0000004
672,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,67.9,1.4,0,0,5,3.1,4.75,0,10.2,0,0,0,0,0,7.5,0.05,0.1,1100,120,486.9999998
673,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61,4.4,0,0,7.5,8,5.49,0,8.7,0,0,0,0,0,4.8,0.01,0.1,1100,120,498.0000003
674,3,1288,0,4,1080,0,20,871,0,0,0,0,0,0,64.53,10.6,0.92,0,6.5,5,4.15,0,4.42,0,0,3.68,0,0,0,0,0.2,871,448.5,502.2999998
675,4,1280,0,4,1080,0,20,871,0,0.069,0,0,0,0,66.565,6.74,2.51,0,6.57,1,5.14,0,9.65,0.026,0,0,0,0,1.45,0,0.28,1040,137.2,507.2999996
676,4,1280,0,4,1080,0,20,871,0,0.061,0,0,0,0,65.964,5.75,0.82,0,8.89,0.89,5.1,0,9.45,0.025,0,0,0,0,2.83,0,0.22,1040,137.2,508.9000001
677,4,1280,0,4,1080,0,20,871,0,0.061,0,0,0,0,65.624,7.27,0.83,0,8.07,1.01,5.07,0,10.35,0.025,0,0,0,0,1.43,0,0.26,1040,137.2,509.9
678,4,1280,0,4,1080,0,20,871,0,0.061,0,0,0,0,65.605,7.21,0.83,0,8.53,1.02,5.07,0,9.95,0.024,0,0,0,0,1.43,0,0.27,1040,137.2,525.4999996
679,3,1288,0,4,1080,0,20,871,0,0,0,0,0,0,64.53,10.6,0.92,0,6.5,5,4.15,0,4.42,0,0,3.68,0,0,0,0,0.2,204,759,528.5000004
680,3,1288,0,4,1080,0,20,871,0,0,0,0,0,0,77.26,0.6,0.92,0,6.5,2.52,4.4,0,4.42,0,0,3.18,0,0,0,0,0.2,871,448.5,546.4999996
681,4,1280,0,4,1080,0,20,871,0,0.065,0,0,0,0,66.023,6.5,0.77,0,8.62,0.98,5.4,0,10.12,0.022,0,0,0,0,1.29,0,0.21,1040,137.2,550.3000002
682,4,1280,0,4,1080,0,20,871,0,0.07,0,0,0,0,65.73,7.1,0.83,0,8.8,1,5.08,0,9.7,0.02,0,0,0,0,1.42,0,0.25,1040,137.2,555.4999996
683,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,64.9,3.8,0,0,6.8,4.8,5.78,0,8,0,0,0,0,0,5.8,0.02,0.1,1100,120,572.0000003
684,4,1280,0,4,1080,0,20,871,0,0.062,0,0,0,0,65.394,7.79,0.88,0,9.35,0.98,4.75,0,8.99,0.024,0,0,0,0,1.57,0,0.21,1040,137.2,580.8999994
685,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,63.9,1.8,0,0,5.2,6.4,5.47,0,9.8,0,0,0,0,0,7.2,0.03,0.2,1100,120,583.0000003
686,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,66.1,3,0,0,6,4.5,5.36,0,8.9,0,0,0,0,0,6,0.04,0.1,1100,120,583.9999998
687,4,1280,0,4,1080,0,20,871,0,0.06,0,0,0,0,65.788,7.33,0.41,0,9,1.01,5.12,0,9.57,0.022,0,0,0,0,1.44,0,0.25,1040,137.2,588.7999996
688,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,63.9,1.8,0,0,5.2,6.4,5.47,0,9.8,0,0,0,0,0,7.2,0.03,0.2,1150,90,590.0000005
689,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,67,2.4,0,0,5.5,4,5.18,0,9.3,0,0,0,0,0,6.5,0.02,0.1,1100,120,592.0000004
690,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,64.9,3.8,0,0,6.8,4.8,5.78,0,8,0,0,0,0,0,5.8,0.02,0.1,1150,90,592.9999995
691,4,1280,0,4,1080,0,20,871,0,0.078,0,0,0,0,67.499,7.22,0.83,0,6.93,1.2,5.03,0,9.15,0.033,0,0.38,0,0,1.44,0,0.21,1040,137.2,610.1
692,4,1280,0,4,1080,0,20,871,0,0.07,0,0,0,0,65.639,7.18,0.83,0,8.76,1,5.07,0,9.75,0.021,0,0,0,0,1.43,0,0.25,1040,137.2,611.1000004
693,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,66.1,3,0,0,6,4.5,5.36,0,8.9,0,0,0,0,0,6,0.04,0.1,1150,90,623.0000005
694,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,67,2.4,0,0,5.5,4,5.18,0,9.3,0,0,0,0,0,6.5,0.02,0.1,1150,90,650.0000005
695,4,1280,0,4,1080,0,20,871,0,0.064,0,0,0,0,65.621,7.15,0.83,0,8.99,0.99,5.07,0,9.55,0.025,0,0,0,0,1.43,0,0.28,1040,137.2,665.1000003
696,3,1276,0,4,1080,0,20,871,0,0,0,0,0,0,64.73,10.6,0.92,0,6.5,5,4.15,0,4.42,0,0,3.68,0,0,0,0,0,204,759,697.6000001
697,3,1288,0,4,1080,0,20,871,0,0,0,0,0,0,64.73,10.6,0.92,0,6.5,5,4.15,0,4.42,0,0,3.68,0,0,0,0,0,760,759,697.6000001
698,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61.6,7,2,0,5,8,6.2,0,7,0,0,0,0,0,3,0,0.2,850,500,804.9999993
699,3,1315,0,4,1065,0,20,871,0,0,0,0,0,0,70.4,10.3,0,0,7.5,0,5.6,0,6.2,0,0,0,0,0,0,0,0,1037,103.5,816.4999999
700,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61.6,7,2,0,5,8,6.2,0,7,0,0,0,0,0,3,0,0.2,950,240,837
701,2,1310,0,4,1145,0,20,870,0,0.022,0,0,0,0,63.1235,6.1,0.5,0,6.2,8,5.5,0,7.2,0.0045,0,0.5,0,0,2.7,0,0.15,950,250,846.9999994
702,2,1310,0,4,1145,0,20,870,0,0.025,0,0,0,0,60.0695,6.5,0.6,0,6.4,9.5,5.6,0,7.5,0.0055,0,0.6,0,0,3,0,0.2,950,250,879.9999997
703,2,1310,0,4,1145,0,20,870,0,0.03,0,0,0,0,57.9135,6.8,0.7,0,6.6,10,5.8,0,7.8,0.0065,0,0.9,0,0,3.2,0,0.25,950,250,894.9999993
704,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61.7,6.5,0.6,0,6,9,5.6,0,6.5,0,0,1,0,0,3,0,0.1,850,500,917.0000007
705,2,1310,0,4,1145,0,20,870,0,0.025,0,0,0,0,60.67,6.5,0.6,0,6.5,9.5,5.7,0,6.7,0.005,0,0.6,0,0,3,0,0.2,950,250,917.9999996
706,2,1310,0,4,1145,0,20,870,0,0.025,0,0,0,0,59.27,6.5,0.6,0,6.5,9.5,5.6,0,8.2,0.005,0,0.6,0,0,3,0,0.2,950,250,947
707,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61.7,6.5,0.6,0,6,9,5.6,0,6.5,0,0,1,0,0,3,0,0.1,950,240,953.0000008
708,2,1310,0,4,1145,0,20,870,0,0.03,0,0,0,0,60.72,6.4,0.6,0,6.4,9.7,5.65,0,6.5,0,0,1,0,0,2.9,0,0.1,950,250,1018
709,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,67.9,1.4,0,0,5,3.1,4.75,0,10.2,0,0,0,0,0,7.5,0.05,0.1,1050,140,1423
710,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,61,4.4,0,0,7.5,8,5.49,0,8.7,0,0,0,0,0,4.8,0.01,0.1,1050,140,1469.000001
711,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,64.9,3.8,0,0,6.8,4.8,5.78,0,8,0,0,0,0,0,5.8,0.02,0.1,1050,140,1591.999999
712,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,63.9,1.8,0,0,5.2,6.4,5.47,0,9.8,0,0,0,0,0,7.2,0.03,0.2,1050,140,1647.999999
713,4,1348,0,5,982,0,20,870,0,0,0,0,0,0,59.9,5.5,0,0,18.6,7.3,5.3,0,3.4,0,0,0,0,0,0,0,0,1040,137.31,1707
714,4,1348,0,5,982,0,20,870,0,0,0,0,0,0,60.1,5.5,0,0,16.6,7.5,5.2,0,5.1,0,0,0,0,0,0,0,0,1040,137.31,1751
715,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,66.1,3,0,0,6,4.5,5.36,0,8.9,0,0,0,0,0,6,0.04,0.1,1050,140,1752.000001
716,4,1180,0,4,1140,0,20,870,0,0,0,0,0,0,67,2.4,0,0,5.5,4,5.18,0,9.3,0,0,0,0,0,6.5,0.02,0.1,1050,140,1803.000001
717,4,1324,0,5,982,0,20,870,0,0,0,0,0,0,66.4,9.2,0,0,8.7,0,5.3,0,10.4,0,0,0,0,0,0,0,0,1040,137.31,1826.999999
718,4,1348,0,5,982,0,20,870,0,0,0,0,0,0,67.7,6.6,0,0,12.8,0,5.2,0,7.7,0,0,0,0,0,0,0,0,1040,137.31,1920.000001
719,2,1310,0,4,1145,0,20,870,0,0.022,0,0,0,0,64.5235,5.8,0.5,0,6,7.8,5.3,0,7,0.0045,0,0.4,0,0,2.5,0,0.15,950,200,1989.999998
720,2,1310,0,4,1145,0,20,870,0,0.022,0,0,0,0,63.1235,6.1,0.5,0,6.2,8,5.5,0,7.2,0.0045,0,0.5,0,0,2.7,0,0.15,950,200,2138.000001
721,2,1310,0,4,1145,0,20,870,0,0.025,0,0,0,0,60.67,6.5,0.6,0,6.5,9.5,5.7,0,6.7,0.005,0,0.6,0,0,3,0,0.2,950,200,2202.999999
722,2,1310,0,4,1145,0,20,870,0,0.03,0,0,0,0,57.4135,7,0.7,0,6.6,10,6,0,7.8,0.0065,0,1,0,0,3.2,0,0.25,950,200,2249.999999
723,2,1310,0,4,1145,0,20,870,0,0.025,0,0,0,0,59.27,6.5,0.6,0,6.5,9.5,5.6,0,8.2,0.005,0,0.6,0,0,3,0,0.2,950,200,2280
724,2,1310,0,4,1145,0,20,870,0,0.025,0,0,0,0,60.0695,6.5,0.6,0,6.4,9.5,5.6,0,7.5,0.0055,0,0.6,0,0,3,0,0.2,950,200,2387.999997
725,2,1310,0,4,1145,0,20,870,0,0.03,0,0,0,0,60.72,6.4,0.6,0,6.4,9.7,5.65,0,6.5,0,0,1,0,0,2.9,0,0.1,950,190,2437.999998
